Date,Close,High,Low,Open,Volume,Symbol
,Meta,Meta,Meta,Meta,Meta,
2015-01-02,77.9693374633789,78.44639986205563,77.22393267851811,78.09854581231718,18177500,META
2015-01-05,76.71705627441406,78.7644321473162,76.38907637749801,77.50221682340297,26452200,META
2015-01-06,75.68343353271484,77.11460555449486,74.8982729209875,76.756818236037,27399300,META
2015-01-07,75.68343353271484,76.88601900151762,75.35545360959148,76.2896966938885,22045300,META
2015-01-08,77.70100402832031,77.75070071942923,75.61387190680321,76.26982425006837,23961000,META
2015-01-09,77.2636947631836,78.13830796776439,76.72700236473179,77.7208754916462,21157000,META
2015-01-12,76.24993133544922,77.52208745481731,75.74305402510304,77.36306414857201,19190200,META
2015-01-13,75.98160552978516,77.60162375033958,75.38528310730021,76.75683301993168,25179600,META
2015-01-14,75.81263732910156,76.72699874286471,75.56416905910181,75.95177895368944,25918600,META
2015-01-15,73.59630584716797,76.10086271460418,73.08942844468505,75.93190610799319,34134000,META
2015-01-16,74.71936798095703,74.85850958603535,73.38757429751608,73.58635343523423,21791500,META
2015-01-20,75.77288055419922,75.84245136562846,74.36158261797765,75.25606989538912,22821600,META
2015-01-21,76.2697982788086,76.82637221563323,75.38525207335715,75.69335780454604,25096700,META
2015-01-22,77.17424774169922,77.27363353518231,76.21018962134819,76.69718531727037,19519500,META
2015-01-23,77.35314178466797,77.71093669151557,76.56798116034403,77.17424433124417,16746500,META
2015-01-26,77.02516174316406,77.989219819496,76.81644931158442,77.50222414581015,19260800,META
2015-01-27,75.31570434570312,76.40896326879857,75.16662186013325,76.24000665705614,20110000,META
2015-01-28,75.77288055419922,77.16430436543375,75.53435314110608,76.42884041851755,53306400,META
2015-01-29,77.52210998535156,77.54198411308403,73.75532962870933,76.37915428313994,61293500,META
2015-01-30,75.44490814208984,77.68112254243816,75.28588481172653,77.52209921207485,42649500,META
2015-02-02,74.53053283691406,75.6734882833554,73.29813246171645,75.6436733071033,41955300,META
2015-02-03,74.93803405761719,75.1169315208356,73.40746855733745,74.72932161430406,26957700,META
2015-02-04,75.16661071777344,75.8822004763129,74.55041432331375,74.62991839886884,20277400,META
2015-02-05,75.14674377441406,75.51447954175676,74.7491930280584,75.24612956534052,15062600,META
2015-02-06,74.01373291015625,75.23619260891346,73.79507960920125,75.21631848275855,21211000,META
2015-02-09,73.9839096069336,74.37151947587766,72.99996986332235,73.59629973798953,16194300,META
2015-02-10,74.72930908203125,74.87838395750467,74.04353432425829,74.39138833811094,15811300,META
2015-02-11,76.04122161865234,76.27974900379614,74.57028631452634,74.62991626515009,20877400,META
2015-02-12,75.762939453125,76.39901754406951,75.42501870207069,76.38907669127848,17235000,META
2015-02-13,75.27593231201172,76.01140372718298,75.03740493601896,75.99152202263859,18621900,META
2015-02-17,75.13680267333984,76.43878155293758,74.61999201263257,74.83864530154133,25254400,META
2015-02-18,76.23999786376953,76.4288361625547,74.98771574512718,75.47471898066269,22426400,META
2015-02-19,78.93339538574219,79.35082024465652,76.47852775224908,76.51828358395277,45851200,META
2015-02-20,79.41046142578125,79.84776042927982,78.7147457130314,79.06260736073129,36931700,META
2015-02-23,78.35694122314453,79.69867579718866,77.8997605673991,79.47008167799144,24139100,META
2015-02-24,77.9693374633789,78.99303307068004,77.62148341364045,78.0190341487628,18897100,META
2015-02-25,79.07254028320312,79.70861845153051,78.01903723865775,78.01903723865775,25593800,META
2015-02-26,79.9173355102539,80.87145272738182,79.23156067999182,79.390576424855,31111900,META
2015-02-27,78.48615264892578,80.73230776997421,78.13829861268249,80.18567458255669,30739200,META
2015-03-02,79.2613754272461,79.37070206893013,78.03890824416538,78.51597064266385,21662500,META
2015-03-03,79.11229705810547,79.2116828513426,78.03891229278447,79.12223791222418,18635000,META
2015-03-04,80.40433502197266,80.65280329609331,78.36689214112333,78.81413958413049,28126700,META
2015-03-05,80.7124252319336,81.48764495690261,80.55340949528188,80.73230693817082,27825700,META
2015-03-06,79.51978302001953,80.83169511246257,79.34088557183868,80.40432940751107,24488600,META
2015-03-09,78.95327758789062,79.42039913502542,78.14823526048082,79.19180499695854,18925100,META
2015-03-10,77.07485961914062,78.77438165908981,77.07485961914062,78.01903600267357,23067100,META
2015-03-11,77.09473419189453,77.94946564375432,76.78663596482292,77.32332833571044,20215700,META
2015-03-12,78.44640350341797,78.56567100428576,77.43265628531651,77.62148701671143,16093300,META
2015-03-13,77.5718002319336,78.8936457218357,77.20406444691261,78.11842589963216,18557300,META
2015-03-16,77.59166717529297,77.64136385986973,76.88601823366992,77.48234053534368,19305400,META
2015-03-17,78.87377166748047,79.29119655940809,77.8600168354846,77.87989854423364,22170000,META
2015-03-18,80.41427612304688,80.74224848307942,78.68493147034802,78.76444313814682,36912400,META
2015-03-19,82.24298858642578,82.4914568298893,80.50371088218112,80.62297836879728,42099500,META
2015-03-20,83.28656768798828,84.08166160765781,82.56103699842308,82.87907608282086,44466300,META
2015-03-23,83.91270446777344,84.43945598707543,82.7896306168588,83.40582707371026,27357300,META
2015-03-24,84.78730773925781,85.54265338280689,84.00214711733766,84.19098542388734,32576500,META
2015-03-25,82.41194152832031,84.99600962955716,82.41194152832031,84.97613550732439,37436100,META
2015-03-26,82.50140380859375,83.25674186530028,81.63673152738413,82.21317971485722,32794800,META
2015-03-27,82.78962707519531,83.43563848359416,82.37219463653898,82.86913115539933,18372600,META
2015-03-30,82.69024658203125,83.82326141485674,81.9050934326975,83.29650983606165,24527700,META
2015-03-31,81.71624755859375,82.98840391435628,81.70630670444405,82.39208157042384,19734300,META
